Resume,TECHNICAL_SKILL,COMPANY_NAME,TOOL,EDUCATION,EXPERIENCE,DESIGNATION,LOCATION,LANGUAGE,SOFT_SKILL,PAY,CERTIFICATION
"Experienced Software Engineer, Backend Developer, DevOps Engineer, Data Scientist professional with expertise in Machine Learning, Java, Python and hands-on experience with Figma, Tableau, Salesforce. Holding Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science with 3-5 years, Entry level of work experience. Previously worked at Netflix, Facebook, Google located in San Francisco, CA, Chicago, IL, Seattle, WA. Fluent in English, French, Spanish with strong Communication Skills, Teamwork, Adaptability. Certified in Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification, Certified Scrum Master. Seeking new opportunities with an expected salary around $100k–$130k, $80k–$100k.","Machine Learning, Java, Python","Netflix, Facebook, Google","Figma, Tableau, Salesforce","Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science","3-5 years, Entry level","Software Engineer, Backend Developer, DevOps Engineer, Data Scientist","San Francisco, CA, Chicago, IL, Seattle, WA","English, French, Spanish","Communication Skills, Teamwork, Adaptability","$100k–$130k, $80k–$100k","Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification, Certified Scrum Master"
"Experienced Backend Developer, Software Engineer, Data Scientist professional with expertise in Python, AWS, Machine Learning, Java and hands-on experience with Figma, Slack. Holding Ph.D. in Data Science, Bachelor's in Computer Science with 7+ years, 2+ years of work experience. Previously worked at Netflix, Apple located in San Francisco, CA, New York, NY, Boston, MA, Austin, TX. Fluent in Spanish, German, English, French with strong Adaptability, Leadership. Certified in AWS Certified Solutions Architect, PMP Certification, Certified Scrum Master. Seeking new opportunities with an expected salary around $90k–$120k, $80k–$100k, $100k–$130k, $120k–$150k.","Python, AWS, Machine Learning, Java","Netflix, Apple","Figma, Slack","Ph.D. in Data Science, Bachelor's in Computer Science","7+ years, 2+ years","Backend Developer, Software Engineer, Data Scientist","San Francisco, CA, New York, NY, Boston, MA, Austin, TX","Spanish, German, English, French","Adaptability, Leadership","$90k–$120k, $80k–$100k, $100k–$130k, $120k–$150k","AWS Certified Solutions Architect, PMP Certification, Certified Scrum Master"
"Experienced Product Manager, Software Engineer professional with expertise in SQL, Kubernetes, Docker and hands-on experience with VS Code, Tableau, Figma. Holding Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science with 5+ years, 7+ years, Mid-Senior level of work experience. Previously worked at IBM, Tesla located in Boston, MA, Chicago, IL, Austin, TX. Fluent in German, Spanish, French with strong Adaptability, Communication Skills, Teamwork. Certified in Certified Scrum Master, Google Cloud Professional, PMP Certification. Seeking new opportunities with an expected salary around $90k–$120k, $120k–$150k, $80k–$100k, $100k–$130k.","SQL, Kubernetes, Docker","IBM, Tesla","VS Code, Tableau, Figma","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","5+ years, 7+ years, Mid-Senior level","Product Manager, Software Engineer","Boston, MA, Chicago, IL, Austin, TX","German, Spanish, French","Adaptability, Communication Skills, Teamwork","$90k–$120k, $120k–$150k, $80k–$100k, $100k–$130k","Certified Scrum Master, Google Cloud Professional, PMP Certification"
"Experienced Software Engineer, DevOps Engineer, Data Scientist professional with expertise in Machine Learning, SQL and hands-on experience with VS Code, GitHub, Salesforce, Jira. Holding Ph.D. in Data Science, Bachelor's in Computer Science with 2+ years, Mid-Senior level of work experience. Previously worked at Google, Tesla, Amazon, IBM located in New York, NY, Austin, TX, Boston, MA. Fluent in English, German, French, Spanish with strong Communication Skills, Adaptability, Problem-Solving. Certified in AWS Certified Solutions Architect, PMP Certification. Seeking new opportunities with an expected salary around $120k–$150k, $90k–$120k.","Machine Learning, SQL","Google, Tesla, Amazon, IBM","VS Code, GitHub, Salesforce, Jira","Ph.D. in Data Science, Bachelor's in Computer Science","2+ years, Mid-Senior level","Software Engineer, DevOps Engineer, Data Scientist","New York, NY, Austin, TX, Boston, MA","English, German, French, Spanish","Communication Skills, Adaptability, Problem-Solving","$120k–$150k, $90k–$120k","AWS Certified Solutions Architect, PMP Certification"
"Experienced Data Scientist, Software Engineer professional with expertise in Machine Learning, Kubernetes, Java, Python and hands-on experience with Slack, VS Code, Jira, Salesforce. Holding Ph.D. in Data Science, Bachelor's in Computer Science with Entry level, 7+ years, 2+ years, 3-5 years of work experience. Previously worked at Tesla, Apple, Microsoft located in Chicago, IL, Seattle, WA, New York, NY, Boston, MA. Fluent in French, English, German, Spanish with strong Leadership, Problem-Solving, Adaptability. Certified in PMP Certification, Google Cloud Professional, Certified Scrum Master. Seeking new opportunities with an expected salary around $90k–$120k, $120k–$150k, $80k–$100k, $100k–$130k.","Machine Learning, Kubernetes, Java, Python","Tesla, Apple, Microsoft","Slack, VS Code, Jira, Salesforce","Ph.D. in Data Science, Bachelor's in Computer Science","Entry level, 7+ years, 2+ years, 3-5 years","Data Scientist, Software Engineer","Chicago, IL, Seattle, WA, New York, NY, Boston, MA","French, English, German, Spanish","Leadership, Problem-Solving, Adaptability","$90k–$120k, $120k–$150k, $80k–$100k, $100k–$130k","PMP Certification, Google Cloud Professional, Certified Scrum Master"
"Experienced DevOps Engineer, Data Scientist, Software Engineer, Product Manager professional with expertise in Java, SQL, Machine Learning and hands-on experience with Figma, Slack, VS Code. Holding Bachelor's in Computer Science, Master's in Information Systems with 5+ years, 7+ years, Entry level, Mid-Senior level of work experience. Previously worked at Netflix, Tesla, Apple, Microsoft located in San Francisco, CA, New York, NY, Boston, MA. Fluent in English, Spanish, French with strong Problem-Solving, Leadership, Teamwork, Communication Skills. Certified in Certified Scrum Master, Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $80k–$100k, $90k–$120k, $100k–$130k, $120k–$150k.","Java, SQL, Machine Learning","Netflix, Tesla, Apple, Microsoft","Figma, Slack, VS Code","Bachelor's in Computer Science, Master's in Information Systems","5+ years, 7+ years, Entry level, Mid-Senior level","DevOps Engineer, Data Scientist, Software Engineer, Product Manager","San Francisco, CA, New York, NY, Boston, MA","English, Spanish, French","Problem-Solving, Leadership, Teamwork, Communication Skills","$80k–$100k, $90k–$120k, $100k–$130k, $120k–$150k","Certified Scrum Master, Google Cloud Professional, PMP Certification, AWS Certified Solutions Architect"
"Experienced Data Scientist, DevOps Engineer, Product Manager, Backend Developer professional with expertise in Python, Machine Learning and hands-on experience with Slack, VS Code, Figma, Tableau. Holding Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science with Entry level, 2+ years, 7+ years of work experience. Previously worked at Facebook, IBM, Apple located in Boston, MA, New York, NY, Seattle, WA. Fluent in English, French, German, Spanish with strong Leadership, Problem-Solving, Adaptability, Communication Skills. Certified in PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master. Seeking new opportunities with an expected salary around $100k–$130k, $120k–$150k, $80k–$100k, $90k–$120k.","Python, Machine Learning","Facebook, IBM, Apple","Slack, VS Code, Figma, Tableau","Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science","Entry level, 2+ years, 7+ years","Data Scientist, DevOps Engineer, Product Manager, Backend Developer","Boston, MA, New York, NY, Seattle, WA","English, French, German, Spanish","Leadership, Problem-Solving, Adaptability, Communication Skills","$100k–$130k, $120k–$150k, $80k–$100k, $90k–$120k","PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master"
"Experienced DevOps Engineer, Data Scientist, Product Manager professional with expertise in Python, SQL, Machine Learning, AWS and hands-on experience with VS Code, Jira, Slack. Holding Master's in Information Systems, Bachelor's in Computer Science with Mid-Senior level, 3-5 years, Entry level, 7+ years of work experience. Previously worked at Microsoft, Facebook, Tesla, Netflix located in Seattle, WA, Boston, MA, Chicago, IL. Fluent in French, German, English with strong Adaptability, Problem-Solving, Leadership, Communication Skills. Certified in AWS Certified Solutions Architect, Certified Scrum Master, Google Cloud Professional, PMP Certification. Seeking new opportunities with an expected salary around $120k–$150k, $80k–$100k, $90k–$120k, $100k–$130k.","Python, SQL, Machine Learning, AWS","Microsoft, Facebook, Tesla, Netflix","VS Code, Jira, Slack","Master's in Information Systems, Bachelor's in Computer Science","Mid-Senior level, 3-5 years, Entry level, 7+ years","DevOps Engineer, Data Scientist, Product Manager","Seattle, WA, Boston, MA, Chicago, IL","French, German, English","Adaptability, Problem-Solving, Leadership, Communication Skills","$120k–$150k, $80k–$100k, $90k–$120k, $100k–$130k","AWS Certified Solutions Architect, Certified Scrum Master, Google Cloud Professional, PMP Certification"
"Experienced Backend Developer, Data Scientist, DevOps Engineer, Software Engineer professional with expertise in Docker, AWS, Machine Learning and hands-on experience with Figma, Jira, GitHub, VS Code. Holding Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science with 3-5 years, 5+ years, 2+ years of work experience. Previously worked at Facebook, Apple located in Chicago, IL, New York, NY, Boston, MA. Fluent in German, English, Spanish, French with strong Adaptability, Teamwork. Certified in PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k, $90k–$120k.","Docker, AWS, Machine Learning","Facebook, Apple","Figma, Jira, GitHub, VS Code","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","3-5 years, 5+ years, 2+ years","Backend Developer, Data Scientist, DevOps Engineer, Software Engineer","Chicago, IL, New York, NY, Boston, MA","German, English, Spanish, French","Adaptability, Teamwork","$120k–$150k, $100k–$130k, $90k–$120k","PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced Backend Developer, Product Manager, DevOps Engineer, Software Engineer professional with expertise in Python, AWS, SQL and hands-on experience with GitHub, Tableau, VS Code. Holding Bachelor's in Computer Science, Master's in Information Systems with 3-5 years, 5+ years, Entry level, 7+ years of work experience. Previously worked at Microsoft, Apple, Netflix located in San Francisco, CA, Seattle, WA, Boston, MA. Fluent in German, French, English, Spanish with strong Adaptability, Leadership, Problem-Solving. Certified in Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $100k–$130k, $80k–$100k, $90k–$120k, $120k–$150k.","Python, AWS, SQL","Microsoft, Apple, Netflix","GitHub, Tableau, VS Code","Bachelor's in Computer Science, Master's in Information Systems","3-5 years, 5+ years, Entry level, 7+ years","Backend Developer, Product Manager, DevOps Engineer, Software Engineer","San Francisco, CA, Seattle, WA, Boston, MA","German, French, English, Spanish","Adaptability, Leadership, Problem-Solving","$100k–$130k, $80k–$100k, $90k–$120k, $120k–$150k","Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect"
